NPSN,Nama Sekolah,Bentuk Pendidikan,Status,Alamat,Kabupaten/Kota,Kecamatan,Desa/Kelurahan,URL,Kecamatan Detail,Kabupaten Detail,Provinsi,Jenjang
60725022,MAS PKU,MA,SWASTA,Jl. Pantai Selatan,Kab. Adm. Kep. Seribu,Kepulauan Seribu Selatan,PULAU TIDUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60725022,KEPULAUAN SERIBU SELATAN,KAB. ADM. KEP. SERIBU,PROV. D.K.I. JAKARTA,DIKMEN
20109165,SMKN 61 JAKARTA,SMK,NEGERI,JALAN PANTAI SELATAN NO. 1 PULAU TIDUNG.,Kab. Adm. Kep. Seribu,Kepulauan Seribu Selatan,PULAU TIDUNG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20109165,KEPULAUAN SERIBU SELATAN,KAB. ADM. KEP. SERIBU,PROV. D.K.I. JAKARTA,DIKMEN
20107185,SMAN 69 JAKARTA,SMA,NEGERI,PULAU PRAMUKA RT 003/05,Kab. Adm. Kep. Seribu,Kepulauan Seribu Utara,PULAU PANGGANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107185,KEPULAUAN SERIBU UTARA,KAB. ADM. KEP. SERIBU,PROV. D.K.I. JAKARTA,DIKMEN
60725008,MAS JAMIAT KHEIR,MA,SWASTA,Jl. KH. Mas Mansyur No.47,Kota Adm. Jakarta Pusat,Tanah Abang,KEBON MELATI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60725008,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20109970,SLBN 3 JAKARTA,SLB,NEGERI,Jl. Karet Pasar Baru Barat 7,Kota Adm. Jakarta Pusat,Tanah Abang,KARET TENGSIN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20109970,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKDAS
20100188,SMA KRISTEN BETHEL,SMA,SWASTA,JL. PETAMBURAN IV NO.4,Kota Adm. Jakarta Pusat,Tanah Abang,PETAMBURAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100188,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100219,SMAN 24 JAKARTA,SMA,NEGERI,JL. LAPANGAN TEMBAK NO. 1 GELORA,Kota Adm. Jakarta Pusat,Tanah Abang,GELORA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100219,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100212,SMAN 35 JAKARTA,SMA,NEGERI,JL. MUTIARA,Kota Adm. Jakarta Pusat,Tanah Abang,KARET TENGSIN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100212,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100200,SMAN 7 JAKARTA,SMA,NEGERI,JL. KARET PS. BARU BARAT V,Kota Adm. Jakarta Pusat,Tanah Abang,KARET TENGSIN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100200,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20108501,SMAS HATI SUCI,SMA,SWASTA,JL. HATI SUCI NO. 2,Kota Adm. Jakarta Pusat,Tanah Abang,KAMPUNG BALI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20108501,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20108502,SMAS ISLAM SAID NA UM JAKARTA,SMA,SWASTA,JL. K.H. MAS MANSYUR NO. 25,Kota Adm. Jakarta Pusat,Tanah Abang,KEBON KACANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20108502,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100184,SMAS MUHAMMADIYAH 14 JAKARTA,SMA,SWASTA,JL. DANAU LIMBOTO NO. 2,Kota Adm. Jakarta Pusat,Tanah Abang,BENDUNGAN HILIR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100184,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100140,SMK AL-IHSAN,SMK,SWASTA,JL. KEBON KACANG IX/57,Kota Adm. Jakarta Pusat,Tanah Abang,KEBON KACANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100140,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20109319,SMK DENTAL ASISTEN SEKESAL JAKARTA,SMK,SWASTA,JL.BENDUNGAN JATILUHUR NO.130,Kota Adm. Jakarta Pusat,Tanah Abang,BENDUNGAN HILIR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20109319,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100132,SMK KRISTEN BETHEL,SMK,SWASTA,JL. KS TUBUN N0. 253 TANAH ABANG,Kota Adm. Jakarta Pusat,Tanah Abang,PETAMBURAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100132,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20108509,SMK MUHAMMADIYAH 5,SMK,SWASTA,JL. TAMAN BENDUNGAN JATILUHUR 18,Kota Adm. Jakarta Pusat,Tanah Abang,BENDUNGAN HILIR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20108509,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100151,SMK PGRI 31 JAKARTA,SMK,SWASTA,Jl.Sabeni No 12,Kota Adm. Jakarta Pusat,Tanah Abang,KEBON MELATI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100151,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100160,SMKN 19 JAKARTA,SMK,NEGERI,JL. DANAU LIMBOTO NO. 11,Kota Adm. Jakarta Pusat,Tanah Abang,BENDUNGAN HILIR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100160,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100167,SMKN 38 JAKARTA,SMK,NEGERI,JL. KARET PASAR BARU TIMUR II,Kota Adm. Jakarta Pusat,Tanah Abang,KARET TENGSIN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100167,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100142,SMKS MUHAMMADIYAH 2 JAKARTA,SMK,SWASTA,JL. KH. MAS MANSYUR NO. 65,Kota Adm. Jakarta Pusat,Tanah Abang,KEBON MELATI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100142,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100118,SMKS SAID NAUM,SMK,SWASTA,JL. KH. MAS MANSYUR NO.25,Kota Adm. Jakarta Pusat,Tanah Abang,KEBON KACANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100118,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
69889008,SMTK BETHEL JAKARTA,,SWASTA,JL. PETAMBURAN IV NO 5,Kota Adm. Jakarta Pusat,Tanah Abang,PETAMBURAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69889008,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
60725437,MAS AL QALAM,MA,SWASTA,Jl. Menteng Tenggulun No. 17 Rt: 009 Rw: 010,Kota Adm. Jakarta Pusat,Menteng,MENTENG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60725437,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20108499,SMA DWI SAKA,SMA,SWASTA,JL. TAMBAK NO. 32 JAKARTA,Kota Adm. Jakarta Pusat,Menteng,PEGANGSAAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20108499,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100170,SMA KANISIUS,SMA,SWASTA,JL. MENTENG RAYA No. 64 JAKARTA,Kota Adm. Jakarta Pusat,Menteng,KEBON SIRIH,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100170,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100198,SMA SANTA THERESIA,SMA,SWASTA,JL. HAJI AGUS SALIM 75 JAKARTA,Kota Adm. Jakarta Pusat,Menteng,GONDANGDIA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100198,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20108507,SMA ST. BELLARMINUS,SMA,SWASTA,LOMBOK NO. 58 JAKARTA,Kota Adm. Jakarta Pusat,Menteng,GONDANGDIA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20108507,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
70054019,SMAN 117 JAKARTA,SMA,NEGERI,Jalan Ciasem No 2 A,Kota Adm. Jakarta Pusat,Menteng,CIKINI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70054019,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100180,SMAS SUNDA KELAPA JAKARTA,SMA,SWASTA,JL. TAMAN SUNDA KELAPA 16 A Menteng Jakarta Pusat 10310,Kota Adm. Jakarta Pusat,Menteng,MENTENG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100180,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100214,SMAS YAPERMAS JAKARTA,SMA,SWASTA,JL. ANYER NO. 7 JAKARTA,Kota Adm. Jakarta Pusat,Menteng,MENTENG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100214,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20108510,SMK JAYAWISATA 1,SMK,SWASTA,JL. TAMAN SUNDA KELAPA NO. 16 A,Kota Adm. Jakarta Pusat,Menteng,MENTENG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20108510,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100300,SMK SANTA THERESIA,SMK,SWASTA,Jl. Gereja Theresia No. 4,Kota Adm. Jakarta Pusat,Menteng,GONDANGDIA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100300,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100295,SMK TAMAN SISWA 3,SMK,SWASTA,JL. MATRAMAN DALAM II/13,Kota Adm. Jakarta Pusat,Menteng,PEGANGSAAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100295,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100159,SMKN 16 JAKARTA,SMK,NEGERI,JL. TAMAN AMIR HAMZAH MENTENG,Kota Adm. Jakarta Pusat,Menteng,MENTENG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100159,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100306,SMKS AL MAKMUR,SMK,SWASTA,"JL. RADEN SALEH, CIKINI MENTENG",Kota Adm. Jakarta Pusat,Menteng,CIKINI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100306,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100286,SMKS YAPERMAS JAKARTA,SMK,SWASTA,JL. ANYER NO. 7,Kota Adm. Jakarta Pusat,Menteng,MENTENG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100286,MENTENG,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
60725003,MAS JAKARTA PUSAT,MA,SWASTA,Jl. Kalibaru Timur V No 104,Kota Adm. Jakarta Pusat,Senen,BUNGUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60725003,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100199,SMAN 68 JAKARTA,SMA,NEGERI,JL. SALEMBA RAYA 18,Kota Adm. Jakarta Pusat,Senen,KENARI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100199,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20108498,SMAS ADVENT 1 JAKARTA,SMA,SWASTA,JL. KRAMAT PULO NO. 16,Kota Adm. Jakarta Pusat,Senen,KRAMAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20108498,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100175,SMAS ADVENT SALEMBA,SMA,SWASTA,JL. SALEMBA RAYA NO. 47,Kota Adm. Jakarta Pusat,Senen,PASEBAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100175,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100489,SMAS FRANSISKUS 1 JAKARTA,SMA,SWASTA,JL. KRAMAT RAYA NO. 67,Kota Adm. Jakarta Pusat,Senen,KRAMAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100489,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100195,SMAS MUHAMMADIYAH 1 JAKARTA,SMA,SWASTA,JL. KRAMAT RAYA NO. 49,Kota Adm. Jakarta Pusat,Senen,KRAMAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100195,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100183,SMAS MUHAMMADIYAH 16 JAKARTA,SMA,SWASTA,JL. KALIBARU BARAT NO. 52D,Kota Adm. Jakarta Pusat,Senen,BUNGUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100183,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100490,SMAS PSKD 1 JAKARTA,SMA,SWASTA,JL. DIPONEGORO NO. 80,Kota Adm. Jakarta Pusat,Senen,KENARI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100490,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100483,SMAS PSKD 3 JAKARTA,SMA,SWASTA,JL. KWINI I NO. 1,Kota Adm. Jakarta Pusat,Senen,SENEN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100483,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20107254,SMK DITKESAD,SMK,SWASTA,JL. DR. ABDULRAHMAN SALEH NO 18,Kota Adm. Jakarta Pusat,Senen,SENEN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107254,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100110,SMK KATOLIK SINT JOSEPH,SMK,SWASTA,JL. KRAMAT RAYA NO. 134,Kota Adm. Jakarta Pusat,Senen,KENARI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100110,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100166,SMKN 34 JAKARTA,SMK,NEGERI,JL. KRAMAT RAYA NO. 93,Kota Adm. Jakarta Pusat,Senen,PASEBAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100166,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20107255,SMKS FARMASI TUNAS BANGSA,SMK,SWASTA,SALEMBA TENGAH II NO.1,Kota Adm. Jakarta Pusat,Senen,PASEBAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107255,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100139,SMKS FRANCISKUS 2,SMK,SWASTA,"JL. KRAMAT RAYA, NO.67",Kota Adm. Jakarta Pusat,Senen,KRAMAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100139,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100116,SMKS MUHAMMADIYAH 10 JAKARTA,SMK,SWASTA,JL. KRAMAT SAWAH BARU,Kota Adm. Jakarta Pusat,Senen,SENEN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100116,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100282,SMKS PSKD 1 JAKARTA,SMK,SWASTA,JL. Prajurit KKO Usman & Harun No. 26,Kota Adm. Jakarta Pusat,Senen,SENEN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100282,SENEN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100223,SMAN 27 JAKARTA,SMA,NEGERI,JL. MARDANI RAYA JAKARTA,Kota Adm. Jakarta Pusat,Johar Baru,JOHAR BARU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100223,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100505,SMAS ISLAM AL - JIHAD JAKARTA,SMA,SWASTA,JL. KRAMAT JAYA BARU NO 38,Kota Adm. Jakarta Pusat,Johar Baru,JOHAR BARU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100505,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100158,SMKN 14 JAKARTA,SMK,NEGERI,JL. PERCETAKAN NEGARA II A,Kota Adm. Jakarta Pusat,Johar Baru,JOHAR BARU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100158,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100165,SMKN 31 JAKARTA,SMK,NEGERI,JL. KRAMAT JAYA BARU BLOK DII,Kota Adm. Jakarta Pusat,Johar Baru,JOHAR BARU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100165,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100105,SMKS KAMPUNG JAWA JAKARTA,SMK,SWASTA,JL. PERCETAKAN NEGARA II,Kota Adm. Jakarta Pusat,Johar Baru,JOHAR BARU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100105,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
60725001,MAN 3 JAKARTA,MA,NEGERI,Jl. Rawasari Selatan No.06 Komplek Perkantoran Rawa Kerbo,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60725001,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20112472,SLB C CEMPAKA PUTIH,SLB,SWASTA,Jl. Pangkalan Asem Gg. I No. 1,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20112472,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKDAS
69985969,SLB SARASWATI LEARNING CENTER,SLB,SWASTA,Jl. Cempaka Putih Tengah XVII F No.19 Rt.001/008,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69985969,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKDAS
20100224,SMAN 30 JAKARTA,SMA,NEGERI,JL. JEND. A. YANI,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100224,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100201,SMAN 77 JAKARTA,SMA,NEGERI,JL. CEMPAKA PUTIH TENGAH 17,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100201,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100193,SMAS PERGURUAN KSATRYA,SMA,SWASTA,JL. PERCETAKAN NEGARA,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100193,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100196,SMAS TAMAN MADYA 5 JAKARTA,SMA,SWASTA,JL. PERCETAKAN NEGARA VIII NO. 16,Kota Adm. Jakarta Pusat,Cempaka Putih,RAWASARI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100196,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100168,SMKN 39 JAKARTA,SMK,NEGERI,JALAN CEMPAKA PUTIH TENGAH VI NO. 2,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH TIMUR,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100168,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20178283,SMKS CEMPAKA,SMK,SWASTA,JL CEMPAKA PUTIH BARAT,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20178283,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100114,SMKS KSATRYA,SMK,SWASTA,JL. PERCETAKAN NEGARA NO. D 232,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100114,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100153,SMKS PGRI 4 JAKARTA,SMK,SWASTA,JL. PERCETAKAN NEGARA XI A,Kota Adm. Jakarta Pusat,Cempaka Putih,RAWASARI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100153,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20107259,SMKS TUNAS HARAPAN,SMK,SWASTA,JL. CEMP. PUTIH BARAT 14 CEMPAKA PUTIH,Kota Adm. Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH BARAT,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107259,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
69977357,MA AN-NUR,MA,SWASTA,JL. KEPU DALAM VII NO.114,Kota Adm. Jakarta Pusat,Kemayoran,KEMAYORAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69977357,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
60724994,MAS AL MUDDATSIRIYAH,MA,SWASTA,Bendungan Jago Rt 15/01 No.1 K 444 A,Kota Adm. Jakarta Pusat,Kemayoran,UTAN PANJANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60724994,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20107251,SEKOLAH MENENGAH ATAS UNIVERSAL,SPK,SWASTA,JL. RUAS D. 7 BLOK D 6 NO. 2,Kota Adm. Jakarta Pusat,Kemayoran,KEBON KOSONG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20107251,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20110023,SLB B-C MAKNA BAKTI,SLB,SWASTA,Jl. Dakota V No. 22,Kota Adm. Jakarta Pusat,Kemayoran,KEBON KOSONG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20110023,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKDAS
20109554,SLB BC HARAPAN IBU,SLB,SWASTA,Jl. Kemayoran Gempol No. 20,Kota Adm. Jakarta Pusat,Kemayoran,KEBON KOSONG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20109554,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKDAS
20110024,SLB C DIAN GRAHITA,SLB,SWASTA,Jl. Angkasa I Blok B. 16 Kav. 1,Kota Adm. Jakarta Pusat,Kemayoran,GUNUNG SAHARI SELATAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20110024,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKDAS
69758962,SMA GANDHI MEMORIAL INTERCONTINENTAL SCHOOL,SPK,SWASTA,JL HBR MOTIK KEMAYORAN,Kota Adm. Jakarta Pusat,Kemayoran,KEMAYORAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69758962,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100187,SMA KRISTEN 3 PENABUR,SMA,SWASTA,JL. GUNUNG SAHARI RAYA NO. 90 A,Kota Adm. Jakarta Pusat,Kemayoran,GUNUNG SAHARI SELATAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100187,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
70042328,SMA KRISTEN SAINT JOHN,SMA,SWASTA,Jl. Bungur Besar No. 82A RT. 01 RW. 07,Kota Adm. Jakarta Pusat,Kemayoran,GUNUNG SAHARI SELATAN,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70042328,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100210,SMAN 5 JAKARTA,SMA,NEGERI,JL. RAYA SUMUR BATU,Kota Adm. Jakarta Pusat,Kemayoran,SUMUR BATU,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100210,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
20100185,SMAS KARTINI 1 JAKARTA,SMA,SWASTA,JL. KALIBARU TIMUR V NO.1,Kota Adm. Jakarta Pusat,Kemayoran,UTAN PANJANG,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20100185,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,PROV. D.K.I. JAKARTA,DIKMEN
